#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Pyrinomonadaceae bacterium MAG19_C2-C3	Bacteria	Acidobacteriota	Blastocatellia	4.79767	-	-	-	1
Pyrinomonas methylaliphatogenes	Bacteria	Acidobacteriota	Blastocatellia	3.78856	-	-	-	2
Pyrobaculum	Archaea	TACK group	Thermoproteota	2.3026	1	-	-	14
Pyrobaculum aerophilum	Archaea	TACK group	Thermoproteota	2.22243	1	-	-	6
Pyrobaculum arsenaticum	Archaea	TACK group	Thermoproteota	2.12108	1	-	-	3
Pyrobaculum calidifontis	Archaea	TACK group	Thermoproteota	2.00931	1	-	-	1
Pyrobaculum ferrireducens	Archaea	TACK group	Thermoproteota	2.46797	1	-	-	1
Pyrobaculum filamentous virus 1	Viruses	Other	Tristromaviridae	0.017714	1	-	-	1
Pyrobaculum filamentous virus 2	Viruses	Other	Tristromaviridae	0.017602	1	-	-	1
Pyrobaculum genetic element 1	Viruses	Other	Other	0.02064	1	-	-	1
Pyrobaculum islandicum	Archaea	TACK group	Thermoproteota	1.8264	1	-	-	1
Pyrobaculum neutrophilum	Archaea	TACK group	Thermoproteota	1.76982	1	-	-	1
Pyrobaculum oguniense	Archaea	TACK group	Thermoproteota	2.45292	1	-	1	1
Pyrobaculum spherical virus	Viruses	Other	Globuloviridae	0.028337	1	-	-	1
Pyrobaculum spherical virus 2	Viruses	Other	Globuloviridae	0.018212	1	-	-	1
Pyrochroa serraticornis	Eukaryota	Animals	Insects	249.414	10	1	-	2
Pyrococcus	Archaea	Euryarchaeota	Thermococci	1.86132	1	-	-	2
Pyrococcus abyssi	Archaea	Euryarchaeota	Thermococci	1.76856	1	-	1	1
Pyrococcus abyssi virus 1	Viruses	unclassified viruses	unclassified	0.018098	1	-	-	1
Pyrococcus furiosus	Archaea	Euryarchaeota	Thermococci	1.88991	1	-	-	3
Pyrococcus horikoshii	Archaea	Euryarchaeota	Thermococci	1.7385	1	-	-	2
Pyrococcus kukulkanii	Archaea	Euryarchaeota	Thermococci	1.97713	1	-	-	1
Pyrococcus yayanosii	Archaea	Euryarchaeota	Thermococci	1.71682	1	-	-	1
Pyrocoelia pectoralis	Eukaryota	Animals	Insects	532.084	10	-	-	2
Pyrocystis lunula	Eukaryota	Protists	Other Protists	427.298	-	-	-	1
Pyrodictiaceae archaeon	Archaea	TACK group	Thermoproteota	2.20568	-	-	-	49
Pyrodictium abyssi	Archaea	TACK group	Thermoproteota	2.22422	1	-	-	1
Pyrodictium delaneyi	Archaea	TACK group	Thermoproteota	2.02384	1	-	-	3
Pyrodictium occultum	Archaea	TACK group	Thermoproteota	1.62173	-	-	-	1
Pyrofollis japonicus	Archaea	TACK group	Thermoproteota	2.00517	1	-	-	1
Pyrolobus fumarii	Archaea	TACK group	Thermoproteota	1.84327	1	-	-	1
Pyronema domesticum	Eukaryota	Fungi	Ascomycetes	58.3921	-	-	-	1
Pyronema omphalodes	Eukaryota	Fungi	Ascomycetes	61.0028	-	-	-	2
Pyrrhia umbra	Eukaryota	Animals	Insects	433.595	32	1	-	2
Pyrrhocoris apterus virus 1	Viruses	Other	Other	0.015939	1	-	-	1
Pyrrhoderma noxium	Eukaryota	Fungi	Basidiomycetes	31.608	12	1	-	7
Pyrrhopyge amythaon	Eukaryota	Animals	Insects	20.7065	-	-	-	2
Pyrrhopyge aziza	Eukaryota	Animals	Insects	374.807	-	-	-	2
Pyrrhopyge creona	Eukaryota	Animals	Insects	381.594	-	-	-	1
Pyrrhopyge cressoni	Eukaryota	Animals	Insects	19.5965	-	-	-	1
Pyrrhopyge crida	Eukaryota	Animals	Insects	360.757	-	-	-	1
Pyrrhopyge evansi	Eukaryota	Animals	Insects	382.662	-	-	-	1
Pyrrhopyge guianae	Eukaryota	Animals	Insects	22.5456	-	-	-	1
Pyrrhopyge hadassa	Eukaryota	Animals	Insects	358.217	-	-	-	2
Pyrrhopyge haemon	Eukaryota	Animals	Insects	313.503	-	-	-	1
Pyrrhopyge kelita	Eukaryota	Animals	Insects	259.801	-	-	-	1
Pyrrhopyge melanomerus	Eukaryota	Animals	Insects	9.40824	-	-	-	1
Pyrrhopyge papius	Eukaryota	Animals	Insects	360.707	-	-	-	1
Pyrrhopyge pelota	Eukaryota	Animals	Insects	411.088	-	-	-	1
Pyrrhopyge phidias	Eukaryota	Animals	Insects	5.73468	-	-	-	2
Pyrrhopyge proculus	Eukaryota	Animals	Insects	20.7713	-	-	-	2
Pyrrhopyge sadia	Eukaryota	Animals	Insects	355.597	-	-	-	1
Pyrrhopyge schausi	Eukaryota	Animals	Insects	7.73839	-	-	-	1
Pyrrhopyge sergius	Eukaryota	Animals	Insects	391.702	-	-	-	5
Pyrrhopyge tatei	Eukaryota	Animals	Insects	4.58117	-	-	-	1
Pyrrhopyge telassa	Eukaryota	Animals	Insects	400.417	-	-	-	1
Pyrrhopyge thericles	Eukaryota	Animals	Insects	6.92047	-	-	-	4
Pyrrhopyge zenodorus	Eukaryota	Animals	Insects	410.872	-	-	-	1
Pyrrhopygopsis socrates	Eukaryota	Animals	Insects	181.901	-	-	-	1
Pyrrhosoma nymphula	Eukaryota	Animals	Insects	2117.24	14	1	-	2
Pyrrhura albipectus	Eukaryota	Animals	Birds	1142.3	-	-	-	1
Pyrrhura berlepschi	Eukaryota	Animals	Birds	1176.81	-	-	-	1
Pyrrhura chapmani	Eukaryota	Animals	Birds	1108.67	-	-	-	1
Pyrrhura cruentata	Eukaryota	Animals	Birds	1149.27	-	-	-	1
Pyrrhura devillei	Eukaryota	Animals	Birds	1305.94	-	-	-	1
Pyrrhura eisenmanni	Eukaryota	Animals	Birds	1103.54	-	-	-	1
Pyrrhura emma	Eukaryota	Animals	Birds	1012.8	-	-	-	1
Pyrrhura frontalis	Eukaryota	Animals	Birds	1128.08	-	-	-	1
Pyrrhura griseipectus	Eukaryota	Animals	Birds	1155.75	-	-	-	1
Pyrrhura hoematotis	Eukaryota	Animals	Birds	1142.3	-	-	-	1
Pyrrhura hoffmanni	Eukaryota	Animals	Birds	1141.35	-	-	-	1
Pyrrhura lepida	Eukaryota	Animals	Birds	1175.32	-	-	-	1
Pyrrhura leucotis	Eukaryota	Animals	Birds	726.999	-	-	-	1
Pyrrhura lucianii	Eukaryota	Animals	Birds	1247.39	-	-	-	1
Pyrrhura molinae	Eukaryota	Animals	Birds	1140.4	-	-	-	1
Pyrrhura perlata	Eukaryota	Animals	Birds	1124.81	-	-	-	1
Pyrrhura pfrimeri	Eukaryota	Animals	Birds	1076.23	-	-	-	1
Pyrrhura rhodocephala	Eukaryota	Animals	Birds	454.564	-	-	-	1
Pyrrhura roseifrons	Eukaryota	Animals	Birds	1171	-	-	-	1
Pyrrhura subandina	Eukaryota	Animals	Birds	1070.97	-	-	-	1
Pyrrhura viridicata	Eukaryota	Animals	Birds	1105.21	-	-	-	1
Pyrus betulifolia	Eukaryota	Plants	Land Plants	532.747	17	-	-	1
Pyrus communis	Eukaryota	Plants	Land Plants	533.401	17	2	-	4
Pyrus pyrifolia	Eukaryota	Plants	Land Plants	503.888	-	-	-	1
Pyrus ussuriensis x Pyrus communis	Eukaryota	Plants	Land Plants	510.637	17	-	-	1
Pyrus x bretschneideri	Eukaryota	Plants	Land Plants	509.113	-	-	-	3
Pyruvatibacter mobilis	Bacteria	Pseudomonadota	Alphaproteobacteria	3.32251	1	-	-	3
Pythion sobemo-like virus	Viruses	Other	Solemoviridae	0.003839	2	-	-	1
Pythium	Eukaryota	Protists	Other Protists	48.3838	-	-	-	1
Pythium amasculinum	Eukaryota	Protists	Other Protists	35.7178	-	-	-	1
Pythium angustatum	Eukaryota	Protists	Other Protists	59.2181	-	-	-	1
Pythium aphanidermatum	Eukaryota	Protists	Other Protists	35.8768	-	-	-	3
Pythium apiculatum	Eukaryota	Protists	Other Protists	45.0985	-	-	-	1
Pythium apleroticum	Eukaryota	Protists	Other Protists	44.8698	-	-	-	1
Pythium aquatile	Eukaryota	Protists	Other Protists	43.5781	-	-	-	1
Pythium aristosporum	Eukaryota	Protists	Other Protists	48.3698	-	-	-	1
Pythium arrhenomanes	Eukaryota	Protists	Other Protists	44.6726	-	-	-	1
Pythium biforme	Eukaryota	Protists	Other Protists	45.7743	-	-	-	1
Pythium brachiatum	Eukaryota	Protists	Other Protists	46.9406	-	-	-	1
Pythium catenulatum	Eukaryota	Protists	Other Protists	94.9717	-	-	-	1
Pythium chondricola	Eukaryota	Protists	Other Protists	37.0487	-	-	-	1
Pythium coloratum	Eukaryota	Protists	Other Protists	45.3088	-	-	-	1
Pythium diclinum	Eukaryota	Protists	Other Protists	41.4169	-	-	-	1
Pythium dissimile	Eukaryota	Protists	Other Protists	35.899	-	-	-	1
Pythium dissotocum	Eukaryota	Protists	Other Protists	44.9667	-	-	-	1
Pythium folliculosum	Eukaryota	Protists	Other Protists	40.3564	-	-	-	1
Pythium graminicola	Eukaryota	Protists	Other Protists	44.2299	-	-	-	1
Pythium grandisporangium	Eukaryota	Protists	Other Protists	37.1505	-	-	-	1
Pythium guiyangense	Eukaryota	Protists	Other Protists	110.178	-	-	-	1
Pythium hydnosporum	Eukaryota	Protists	Other Protists	35.5173	-	-	-	1
Pythium inflatum	Eukaryota	Protists	Other Protists	67.1823	-	-	-	1
Pythium insidiosum	Eukaryota	Protists	Other Protists	55.3534	-	-	-	13
Pythium lycopersicum	Eukaryota	Protists	Other Protists	35.6904	-	-	-	1
Pythium monospermum	Eukaryota	Protists	Other Protists	39.1338	-	-	-	1
Pythium myriotylum	Eukaryota	Protists	Other Protists	58.8681	-	-	-	4
Pythium nunn virus 1	Viruses	Other	Partitiviridae	0.003182	2	-	-	1
Pythium oligandrum	Eukaryota	Protists	Other Protists	39.1014	-	-	-	5
Pythium ornamentatum	Eukaryota	Protists	Other Protists	36.0276	-	-	-	1
Pythium pectinolyticum	Eukaryota	Protists	Other Protists	55.2578	-	-	-	1
Pythium periplocum	Eukaryota	Protists	Other Protists	35.8865	-	-	-	2
Pythium phragmiticola	Eukaryota	Protists	Other Protists	40.2118	-	-	-	1
Pythium phragmitis	Eukaryota	Protists	Other Protists	40.4047	-	-	-	1
Pythium plurisporium	Eukaryota	Protists	Other Protists	46.573	-	-	-	1
Pythium polare bunya-like RNA virus 1	Viruses	unclassified viruses	unclassified	0.007567	1	-	-	1
Pythium polare RNA virus 1	Viruses	Other	Totiviridae	0.005397	1	-	-	1
Pythium polare RNA virus 2	Viruses	Other	Totiviridae	0.005491	1	-	-	1
Pythium porphyrae	Eukaryota	Protists	Other Protists	35.2489	-	-	-	1
Pythium pyrilobum	Eukaryota	Protists	Other Protists	46.3791	-	-	-	1
Pythium rhizo-oryzae	Eukaryota	Protists	Other Protists	94.0481	-	-	-	1
Pythium rishiriense	Eukaryota	Protists	Other Protists	38.5608	-	-	-	1
Pythium scleroteichum	Eukaryota	Protists	Other Protists	44.4171	-	-	-	1
Pythium splendens RNA virus 1	Viruses	dsRNA viruses	unclassified	0.005705	1	-	-	1
Pythium sukuiense	Eukaryota	Protists	Other Protists	40.1735	-	-	-	1
Pythium torulosum	Eukaryota	Protists	Other Protists	40.2591	-	-	-	1
Pythium ultimum RNA virus 1	Viruses	Other	Other	0.006711	1	-	-	1
Pythium ultimum RNA virus 2	Viruses	Other	Other	0.005864	1	-	-	1
Pythium utonaiense	Eukaryota	Protists	Other Protists	41.7074	-	-	-	1
Pythium vanterpoolii	Eukaryota	Protists	Other Protists	33.9371	-	-	-	1
Pythium volutum	Eukaryota	Protists	Other Protists	53.9119	-	-	-	1
[Pythium] brassicae (nom. inval.)	Eukaryota	Protists	Other Protists	50.0694	-	-	-	1
Python bivittatus	Eukaryota	Animals	Reptiles	1435.05	-	1	-	1
Pythonides amaryllis	Eukaryota	Animals	Insects	286.948	-	-	-	1
Pyxicephalus adspersus	Eukaryota	Animals	Amphibians	1440.3	14	-	-	2
Pyxidicoccus	Bacteria	Myxococcota	Myxococcia	13.3408	-	-	-	1
Pyxidicoccus caerfyrddinensis	Bacteria	Myxococcota	Myxococcia	13.4348	-	-	-	1
Pyxidicoccus fallax	Bacteria	Myxococcota	Myxococcia	13.5329	-	-	-	2
Pyxidicoccus parkwaysis	Bacteria	Myxococcota	Myxococcia	13.2114	1	-	-	1
Pyxidicoccus trucidator	Bacteria	Myxococcota	Myxococcia	12.6703	-	-	-	1
Pyxidicoccus xibeiensis	Bacteria	Myxococcota	Myxococcia	12.6989	-	-	-	1
Qaidamihabitans albus	Bacteria	Terrabacteria group	Actinomycetota	6.52611	-	-	-	1
Qiania dongpingensis	Bacteria	Terrabacteria group	Bacillota	3.08483	1	-	-	1
Qinghai Himalayan marmot astrovirus 1	Viruses	Other	Astroviridae	0.006712	1	-	-	1
Qinghai Himalayan marmot astrovirus 2	Viruses	Other	Astroviridae	0.00664	1	-	-	1
Qinghai Lake virophage	Viruses	Other	Lavidaviridae	0.023379	1	-	-	1
Qingrenia yutianensis	Bacteria	Terrabacteria group	Bacillota	2.63591	-	-	-	1
Qingshengfaniella alkalisoli	Bacteria	Pseudomonadota	Alphaproteobacteria	3.92851	1	-	4	1
Qiongzhong bat virus	Viruses	Other	Rhabdoviridae	0.010868	1	-	-	1
Qipengyuania aerophila	Bacteria	Pseudomonadota	Alphaproteobacteria	3.16888	-	-	-	1
Qipengyuania aestuarii	Bacteria	Pseudomonadota	Alphaproteobacteria	2.93218	-	-	-	1
Qipengyuania algicida	Bacteria	Pseudomonadota	Alphaproteobacteria	3.2155	-	-	-	1
Qipengyuania aquimaris	Bacteria	Pseudomonadota	Alphaproteobacteria	2.66251	1	-	-	5
Qipengyuania aurantiaca	Bacteria	Pseudomonadota	Alphaproteobacteria	2.82559	1	-	-	1
Qipengyuania benthica	Bacteria	Pseudomonadota	Alphaproteobacteria	3.16911	-	-	-	1
Qipengyuania citrea	Bacteria	Pseudomonadota	Alphaproteobacteria	3.09474	1	-	2	7
Qipengyuania flava	Bacteria	Pseudomonadota	Alphaproteobacteria	3.22967	1	-	-	18
Qipengyuania gaetbuli	Bacteria	Pseudomonadota	Alphaproteobacteria	2.78052	-	-	-	4
Qipengyuania gelatinilytica	Bacteria	Pseudomonadota	Alphaproteobacteria	2.8323	1	-	-	1
Qipengyuania huizhouensis	Bacteria	Pseudomonadota	Alphaproteobacteria	2.54952	-	-	-	1
Qipengyuania intermedia	Bacteria	Pseudomonadota	Alphaproteobacteria	2.69753	-	-	-	1
Qipengyuania marisflavi	Bacteria	Pseudomonadota	Alphaproteobacteria	2.66968	-	-	-	1
Qipengyuania mesophila	Bacteria	Pseudomonadota	Alphaproteobacteria	3.136	-	-	-	1
Qipengyuania nanhaisediminis	Bacteria	Pseudomonadota	Alphaproteobacteria	2.89944	-	-	-	1
Qipengyuania oceanensis	Bacteria	Pseudomonadota	Alphaproteobacteria	2.8742	-	-	-	1
Qipengyuania pacifica	Bacteria	Pseudomonadota	Alphaproteobacteria	3.4977	-	-	-	1
Qipengyuania pelagi	Bacteria	Pseudomonadota	Alphaproteobacteria	3.03174	-	-	-	1
Qipengyuania polymorpha	Bacteria	Pseudomonadota	Alphaproteobacteria	2.84571	-	-	-	1
Qipengyuania profundimaris	Bacteria	Pseudomonadota	Alphaproteobacteria	2.94599	-	-	-	1
Qipengyuania proteolytica	Bacteria	Pseudomonadota	Alphaproteobacteria	3.11226	-	-	-	1
Qipengyuania psychrotolerans	Bacteria	Pseudomonadota	Alphaproteobacteria	2.74406	1	-	-	1
Qipengyuania qiaonensis	Bacteria	Pseudomonadota	Alphaproteobacteria	3.39309	-	-	-	1
Qipengyuania sediminis	Bacteria	Pseudomonadota	Alphaproteobacteria	2.416	1	-	-	1
Qipengyuania seohaensis	Bacteria	Pseudomonadota	Alphaproteobacteria	2.94267	1	-	-	1
Qipengyuania soli	Bacteria	Pseudomonadota	Alphaproteobacteria	2.91014	1	-	-	1
Qipengyuania sphaerica	Bacteria	Pseudomonadota	Alphaproteobacteria	2.83763	-	-	-	1
Qipengyuania spongiae	Bacteria	Pseudomonadota	Alphaproteobacteria	2.9329	1	-	-	1
Qipengyuania thermophila	Bacteria	Pseudomonadota	Alphaproteobacteria	2.26157	-	-	-	1
Qipengyuania vesicularis	Bacteria	Pseudomonadota	Alphaproteobacteria	2.71448	-	-	-	1
Qipengyuania vulgaris	Bacteria	Pseudomonadota	Alphaproteobacteria	3.23317	-	-	-	2
Qipengyuania xiamenensis	Bacteria	Pseudomonadota	Alphaproteobacteria	2.79624	-	-	-	1
Qipengyuania xiapuensis	Bacteria	Pseudomonadota	Alphaproteobacteria	2.64649	1	-	-	2
Quadragintavirus ev015	Viruses	Other	Peduoviridae	0.030584	1	-	-	1
Quadragintavirus ev040	Viruses	Other	Peduoviridae	0.030597	1	-	-	1
Quadragintavirus ev129	Viruses	Other	Peduoviridae	0.030927	1	-	-	1
Quadriops clusia	Eukaryota	Animals	Insects	191.568	-	-	-	1
Quadrisphaera	Bacteria	Terrabacteria group	Actinomycetota	4.61904	-	-	-	5
Quadrisphaera granulorum	Bacteria	Terrabacteria group	Actinomycetota	4.88441	-	-	-	2
Quadrisphaera setariae	Bacteria	Terrabacteria group	Actinomycetota	4.9146	-	-	-	1
Quadrus cerialis	Eukaryota	Animals	Insects	345.573	-	-	-	1
Quaeritorhiza haematococci	Eukaryota	Fungi	Other Fungi	48.2161	-	-	-	1
Quail coronavirus UAE-HKU30	Viruses	Other	Coronaviridae	0.025874	1	-	-	1
Quail deltacoronavirus	Viruses	Other	Coronaviridae	0.025881	1	-	-	1
Quail picornavirus QPV1/HUN/2010	Viruses	Other	Picornaviridae	0.008159	1	-	-	1
Quailpox virus	Viruses	Other	Poxviridae	0.000581	1	-	-	1
Quambalaria eucalypti	Eukaryota	Fungi	Basidiomycetes	26.2194	-	-	-	1
Quang Binh virus	Viruses	Other	Flaviviridae	0.010891	1	-	-	2
Quaranjavirus johnstonense	Viruses	Other	Orthomyxoviridae	0.011947	7	-	-	2
Quaranjavirus quaranfilense	Viruses	Other	Orthomyxoviridae	0.011452	6	-	-	1
Quatrionicoccus australiensis	Bacteria	Pseudomonadota	Betaproteobacteria	4.17111	1	-	-	2
Qubevirus durum	Viruses	Other	Fiersviridae	0.004221	1	-	-	23
Qubevirus faecium	Viruses	Other	Fiersviridae	0.004276	1	-	-	10
Quebec polyomavirus	Viruses	Other	Polyomaviridae	0.004973	1	-	-	1
Quercus agrifolia	Eukaryota	Plants	Land Plants	741.032	-	-	-	2
Quercus alba	Eukaryota	Plants	Land Plants	794.471	12	-	-	2
Quercus aquifolioides	Eukaryota	Plants	Land Plants	926.488	12	-	-	1
Quercus berberidifolia	Eukaryota	Plants	Land Plants	828.114	-	-	-	2
Quercus bicolor	Eukaryota	Plants	Land Plants	811.492	-	-	-	1
Quercus cerris	Eukaryota	Plants	Land Plants	732.304	-	-	-	1
Quercus dentata	Eukaryota	Plants	Land Plants	893.537	12	-	-	1
Quercus engelmannii	Eukaryota	Plants	Land Plants	846.291	-	-	-	2
Quercus gilva	Eukaryota	Plants	Land Plants	889.843	12	-	-	1
Quercus glauca	Eukaryota	Plants	Land Plants	903.126	12	-	-	1
Quercus ilex	Eukaryota	Plants	Land Plants	842.069	12	1	-	1
Quercus lobata	Eukaryota	Plants	Land Plants	845.947	12	1	-	1
Quercus mongolica	Eukaryota	Plants	Land Plants	809.993	12	-	-	1
Quercus robur	Eukaryota	Plants	Land Plants	789.349	12	2	-	4
Quercus rubra	Eukaryota	Plants	Land Plants	738.996	-	-	-	1
Quercus suber	Eukaryota	Plants	Land Plants	908.052	-	-	-	1
Quercus tomentella	Eukaryota	Plants	Land Plants	774.887	-	-	-	2
Quercus variabilis	Eukaryota	Plants	Land Plants	788.784	12	2	-	2
Quercus wislizeni	Eukaryota	Plants	Land Plants	724.823	-	-	-	2
Quhwahvirus kaihaidragon	Viruses	Other	Other	0.052992	1	-	-	1
Quhwahvirus ouhwah	Viruses	Other	Other	0.053549	1	-	-	1
Quhwahvirus paschalis	Viruses	Other	Other	0.052935	1	-	-	1
Quillaja saponaria	Eukaryota	Plants	Land Plants	248.908	-	-	-	1
Quiscalus mexicanus	Eukaryota	Animals	Birds	1041.4	-	-	-	1
Quisquiliibacterium	Bacteria	Pseudomonadota	Betaproteobacteria	4.60125	-	-	-	7
Quisquiliibacterium transsilvanicum	Bacteria	Pseudomonadota	Betaproteobacteria	4.26014	-	-	-	1
Quwivirus miniopteridbeta1	Viruses	Other	Orthoherpesviridae	0.22287	1	-	-	1
Rabbit astrovirus TN/2208/2010	Viruses	Other	Astroviridae	0.007353	1	-	-	1
Rabbit bocavirus	Viruses	Other	Parvoviridae	0.005287	1	-	-	1
Rabbit calicivirus Australia 1 MIC-07	Viruses	Other	Caliciviridae	0.007422	1	-	-	1
Rabbit calicivirus Europe 1	Viruses	Other	Caliciviridae	0.007436	1	-	-	1
Rabbit coronavirus HKU14	Viruses	Other	Coronaviridae	0.0311	1	-	-	1
Rabbit fibroma virus	Viruses	Other	Poxviridae	0.159857	1	-	-	1
Rabbit hemorrhagic disease virus	Viruses	Other	Caliciviridae	0.007473	1	-	-	4
Rabbit microvirus	Viruses	Other	Microviridae	0.006352	1	-	-	1
Rabbit picobirnavirus	Viruses	Other	Picobirnaviridae	0.002362	1	-	-	1
Rabbit picornavirus	Viruses	Other	Picornaviridae	0.008364	1	-	-	2
Rabbit polyomavirus	Viruses	Other	Polyomaviridae	0.005162	1	-	-	1
Rabbit vesivirus	Viruses	Other	Caliciviridae	0.00838	1	-	-	1
Rabovirus A	Viruses	Other	Picornaviridae	0.007841	1	-	-	3
Rabovirus B	Viruses	Other	Picornaviridae	0.007278	1	-	-	1
Rabovirus D	Viruses	Other	Picornaviridae	0.007112	1	-	-	1
Raccoon dog acute diarrhea syndrome coronavirus	Viruses	Other	Coronaviridae	0.029342	1	-	-	1
Raccoon dog amdovirus	Viruses	Other	Parvoviridae	0.004928	1	-	-	1
Raccoon dog stool-associated circular virus	Viruses	Other	Circoviridae	0.00203	1	-	-	1
Raccoon dog stool-associated gemycircularvirus 1	Viruses	Other	Genomoviridae	0.002144	1	-	-	1
Raccoon dog stool-associated gemycircularvirus 2	Viruses	Other	Genomoviridae	0.002188	1	-	-	1
Raccoon dog stool-associated smacovirus 1	Viruses	Other	Smacoviridae	0.002565	1	-	-	1
Raccoon dog stool-associated smacovirus 2	Viruses	Other	Smacoviridae	0.00256	1	-	-	1
Raccoon dog stool-associated smacovirus 3	Viruses	Other	Smacoviridae	0.002536	1	-	-	1
Raccoon dog stool-associated smacovirus 4	Viruses	Other	Smacoviridae	0.00261	1	-	-	1
Raccoon dog stool-associated smacovirus 5	Viruses	Other	Smacoviridae	0.002509	1	-	-	1
Raccoon dog stool-associated smacovirus 6	Viruses	Other	Smacoviridae	0.002562	1	-	-	1
Raccoon dog stool-Circo-like_virus	Viruses	Other	Circoviridae	0.003975	1	-	-	1
Raccoon polyomavirus	Viruses	Other	Polyomaviridae	0.005016	1	-	-	1
Raccoon-associated polyomavirus 2	Viruses	Other	Polyomaviridae	0.005225	1	-	-	1
Raccoonpox virus	Viruses	Other	Poxviridae	0.214699	1	-	-	2
Rachicladosporium monterosium	Eukaryota	Fungi	Ascomycetes	22.0953	-	-	-	1
Rachicladosporium sp. CCFEE 5018	Eukaryota	Fungi	Ascomycetes	44.7653	-	-	-	1
Rachiplusia nu nucleopolyhedrovirus	Viruses	Other	Baculoviridae	0.128587	1	-	-	1
Racocetra fulgida	Eukaryota	Fungi	Other Fungi	295.994	-	-	-	1
Racocetra persica	Eukaryota	Fungi	Other Fungi	353.07	-	-	-	1
Racodium therryanum	Eukaryota	Fungi	Ascomycetes	55.5215	-	-	-	1
Racta chiria	Eukaryota	Animals	Insects	418.377	-	-	-	1
Raddia distichophylla	Eukaryota	Plants	Land Plants	580.833	-	-	-	1
Raddia guianensis	Eukaryota	Plants	Land Plants	607.834	11	-	-	1
Radianthus crispa	Eukaryota	Animals	Other Animals	275.015	-	-	-	1
Radiobacillus deserti	Bacteria	Terrabacteria group	Bacillota	3.6154	1	-	-	1
Radiobacillus kanasensis	Bacteria	Terrabacteria group	Bacillota	4.03177	1	-	1	1
Radiomyces spectabilis	Eukaryota	Fungi	Other Fungi	30.4094	-	-	-	1
Radish leaf curl alphasatellite	Viruses	Other	Alphasatellitidae	0.001387	1	-	-	1
Radish leaf curl betasatellite	Viruses	Other	Tolecusatellitidae	0.001358	1	-	-	3
Radish leaf curl virus	Viruses	Other	Geminiviridae	0.002759	1	-	-	5
Radish mosaic virus	Viruses	Other	Secoviridae	0.010084	2	-	-	1
Radix auricularia	Eukaryota	Animals	Other Animals	909.764	-	1	-	1
Radopholus similis	Eukaryota	Animals	Roundworms	50.5492	-	-	-	3
Radostvirus ev099	Viruses	Other	Other	0.047224	1	-	-	1
Rafetus swinhoei	Eukaryota	Animals	Reptiles	2237.95	26	-	-	1
Raffaelea albimanens	Eukaryota	Fungi	Ascomycetes	39.0377	-	-	-	1
Raffaelea ambrosiae	Eukaryota	Fungi	Ascomycetes	40.7838	-	-	-	1
Raffaelea arxii	Eukaryota	Fungi	Ascomycetes	36.8235	-	-	-	1
Raffaelea deltoideospora	Eukaryota	Fungi	Ascomycetes	30.946	-	-	-	1
Raffaelea sp. RL272	Eukaryota	Fungi	Ascomycetes	35.973	-	-	-	1
Rafflesia leonardi	Eukaryota	Plants	Land Plants	121.495	-	-	-	1
Rafivirus B	Viruses	Other	Picornaviridae	0.0074	1	-	-	1
Rahnella	Bacteria	Pseudomonadota	Gammaproteobacteria	5.85475	-	-	1	22
Rahnella aceris	Bacteria	Pseudomonadota	Gammaproteobacteria	5.43017	1	-	2	8
Rahnella aquatilis	Bacteria	Pseudomonadota	Gammaproteobacteria	5.4489	1	-	3	7
Rahnella bonaserana	Bacteria	Pseudomonadota	Gammaproteobacteria	5.40385	-	-	-	2
Rahnella bruchi	Bacteria	Pseudomonadota	Gammaproteobacteria	5.5017	-	-	-	1
Rahnella contaminans	Bacteria	Pseudomonadota	Gammaproteobacteria	5.2308	-	-	-	2
Rahnella ecdela	Bacteria	Pseudomonadota	Gammaproteobacteria	5.66736	-	-	-	1
Rahnella inusitata	Bacteria	Pseudomonadota	Gammaproteobacteria	5.47121	1	-	2	21
Rahnella laticis	Bacteria	Pseudomonadota	Gammaproteobacteria	5.7275	-	-	-	2
Rahnella perminowiae	Bacteria	Pseudomonadota	Gammaproteobacteria	5.55659	-	-	-	6
Rahnella phage Sarma103	Viruses	Other	Autographiviridae	0.040678	1	-	-	1
Rahnella rivi	Bacteria	Pseudomonadota	Gammaproteobacteria	5.49381	-	-	-	1
Rahnella sikkimica	Bacteria	Pseudomonadota	Gammaproteobacteria	5.53067	1	-	3	1
Rahnella variigena	Bacteria	Pseudomonadota	Gammaproteobacteria	5.49911	-	-	-	7
Rahnella victoriana	Bacteria	Pseudomonadota	Gammaproteobacteria	5.47283	1	-	2	4
Rahnella woolbedingensis	Bacteria	Pseudomonadota	Gammaproteobacteria	5.45743	-	-	-	1
Rainbow trout orthomyxovirus-1	Viruses	Other	Orthomyxoviridae	0.013527	8	-	-	1
Raineya orbicola	Bacteria	FCB group	Bacteroidota/Chlorobiota group	3.07021	-	-	-	1
Raineyella	Bacteria	Terrabacteria group	Actinomycetota	3.96293	1	-	-	3
Raineyella antarctica	Bacteria	Terrabacteria group	Actinomycetota	3.76025	-	-	-	1
Raineyella fluvialis	Bacteria	Terrabacteria group	Actinomycetota	3.64987	1	-	-	1
Rainier virus	Viruses	unclassified viruses	unclassified	0.008825	1	-	-	1
rajidapivirus A1	Viruses	Other	Picornaviridae	0.007947	1	-	-	1
Rallus limicola	Eukaryota	Animals	Birds	1395.6	-	1	-	2
